9166454;44673157
9166454;56877508
9166454;64004147
9166454;68309021
9166454;82390814
9166454;104127056
9166454;114964907
9166454;120397921
9166454;135581059
9166454;139485324
9166454;145661582
9166454;147361722
9166454;161987696
9166454;251797989
10454944;36175307
10454944;50390508
10454944;52246045
10454944;59477024
10454944;64004147
10454944;64231904
10454944;64669608
10454944;76411897
10454944;85219118
10454944;102945985
10454944;216953513
10454944;486749966
17696988;87897322
19676031;325120231
19676031;452607169
36175307;10454944
36175307;43845868
36175307;50390508
36175307;50952050
36175307;59477024
36175307;64004147
36175307;64231904
36175307;64669608
36175307;78543018
36175307;85219118
36175307;102945985
36175307;114964907
36175307;164285180
36175307;177123098
36175307;216953513
36175307;221094530
36175307;225812577
36175307;247405142
36175307;374868070
37023675;52482983
37023675;56012911
37023675;87897322
37023675;145661582
37023675;147361722
43845868;36175307
43845868;50952050
43845868;177123098
43845868;216953513
43845868;221094530
44673157;9166454
44673157;45154002
44673157;52482983
44673157;53362098
44673157;53634157
44673157;56877508
44673157;64004147
44673157;68309021
44673157;79445909
44673157;91303295
44673157;104127056
44673157;114964907
44673157;117142152
44673157;120397921
44673157;121532091
44673157;135581059
44673157;139485324
44673157;145661582
44673157;147361722
44673157;161987696
44673157;189015623
44673157;251797989
44673157;276961503
45154002;44673157
45154002;53362098
45154002;53634157
45154002;69470349
45154002;91303295
45154002;135581059
45154002;145661582
45154002;189015623
45154002;276961503
50390508;10454944
50390508;36175307
50390508;50952050
50390508;59477024
50390508;64004147
50390508;64231904
50390508;64669608
50390508;67446082
50390508;76411897
50390508;85219118
50390508;102945985
50390508;114964907
50390508;177123098
50390508;216953513
50390508;225812577
50952050;36175307
50952050;43845868
50952050;50390508
50952050;59477024
50952050;64231904
50952050;78543018
50952050;114964907
50952050;164285180
50952050;177123098
50952050;216953513
50952050;221094530
50952050;225812577
50952050;374868070
52246045;10454944
52246045;59477024
52246045;64004147
52246045;232398845
52246045;486749966
52482983;37023675
52482983;44673157
52482983;53362098
52482983;69470349
52482983;75299664
52482983;79445909
52482983;135581059
52482983;145661582
52482983;147361722
53362098;44673157
53362098;45154002
53362098;52482983
53362098;53634157
53362098;69425869
53362098;69470349
53362098;75299664
53362098;82390814
53362098;91303295
53362098;104656598
53362098;135581059
53362098;145661582
53362098;189015623
53362098;189886888
53362098;276961503
53634157;44673157
53634157;45154002
53634157;53362098
53634157;135581059
53634157;189015623
53634157;189886888
53634157;276961503
56012911;37023675
56012911;75299664
56012911;104127056
56012911;120397921
56012911;139485324
56012911;147361722
56877508;9166454
56877508;44673157
56877508;64004147
56877508;68309021
56877508;82390814
56877508;104127056
56877508;114964907
56877508;117142152
56877508;121532091
56877508;139485324
56877508;145661582
56877508;147361722
56877508;251797989
58213490;217459196
59477024;10454944
59477024;36175307
59477024;50390508
59477024;50952050
59477024;52246045
59477024;64231904
59477024;64669608
59477024;67446082
59477024;78543018
59477024;81413470
59477024;85219118
59477024;102945985
59477024;139485324
59477024;145661582
59477024;164285180
59477024;216953513
59477024;221094530
59477024;225812577
59477024;247405142
64004147;9166454
64004147;10454944
64004147;36175307
64004147;44673157
64004147;50390508
64004147;52246045
64004147;56877508
64004147;64669608
64004147;67446082
64004147;68309021
64004147;76411897
64004147;78543018
64004147;81413470
64004147;102945985
64004147;104127056
64004147;114964907
64004147;120397921
64004147;139485324
64004147;145661582
64004147;147361722
64004147;161987696
64004147;216953513
64004147;225812577
64004147;247405142
64004147;251797989
64004147;374868070
64231904;10454944
64231904;36175307
64231904;50390508
64231904;50952050
64231904;59477024
64231904;64669608
64231904;76411897
64231904;81413470
64231904;85219118
64231904;102945985
64231904;114964907
64231904;177123098
64231904;225812577
64231904;247405142
64231904;374868070
64669608;10454944
64669608;36175307
64669608;50390508
64669608;59477024
64669608;64004147
64669608;64231904
64669608;85219118
64669608;114964907
64669608;177123098
64669608;216953513
66171465;104656598
67446082;50390508
67446082;59477024
67446082;64004147
67446082;76411897
67446082;78543018
67446082;81413470
67446082;85219118
67446082;102945985
67446082;114964907
67446082;225812577
67446082;247405142
67446082;374868070
68309021;9166454
68309021;44673157
68309021;56877508
68309021;64004147
68309021;75299664
68309021;79445909
68309021;82390814
68309021;87897322
68309021;104127056
68309021;114964907
68309021;117142152
68309021;120397921
68309021;121532091
68309021;145661582
68309021;147361722
68309021;161987696
68309021;251797989
69425869;53362098
69425869;75299664
69425869;136540096
69425869;490925877
69470349;45154002
69470349;52482983
69470349;53362098
69470349;75299664
69470349;82390814
69470349;91303295
69470349;104656598
69470349;135581059
69470349;145661582
75299664;52482983
75299664;53362098
75299664;56012911
75299664;68309021
75299664;69425869
75299664;69470349
75299664;87897322
75299664;104127056
75299664;135581059
75299664;145661582
75299664;147361722
76411897;10454944
76411897;50390508
76411897;64004147
76411897;64231904
76411897;67446082
76411897;78543018
76411897;81413470
76411897;102945985
76411897;114964907
76411897;216953513
76411897;225812577
76411897;247405142
